iter	RMSE
244	5.407196056
245	5.405354461
246	5.402791463
247	5.4010682
248	5.399059697
249	5.397083049
250	5.394671347
251	5.392351459
252	5.38962855
253	5.386767
254	5.384944693
255	5.383060301
256	5.381334109
257	5.381169444
258	5.380221708
259	5.378101354
260	5.37534261
261	5.373614741
262	5.371236175
263	5.367050614
264	5.365719853
265	5.363590845
266	5.360472667
267	5.358703363
268	5.357443175
269	5.354427725
270	5.352350258
271	5.350235185
272	5.34769805
273	5.345900708
274	5.344366039
275	5.341008307
276	5.338763987
277	5.33679039
278	5.33494815
279	5.333006789
280	5.33139184
281	5.330112134
282	5.328568886
283	5.327152957
284	5.325525882
285	5.323347215
286	5.320743149
287	5.318489579
288	5.317194368
289	5.314626068
290	5.313008567
291	5.310514749
292	5.308795012
293	5.306717514
294	5.30475333
295	5.304610417
296	5.303385766
297	5.301136632
298	5.298446183
299	5.297042599
300	5.294444032
301	5.291933074
302	5.28941099
303	5.287100307
304	5.287002678
305	5.28541117
306	5.283879651
307	5.281957903
308	5.280227365
309	5.278867155
310	5.276305461
311	5.273481596
312	5.272777065
313	5.272623316
314	5.271399144
315	5.270093279
316	5.267715623
317	5.266604508
318	5.264530834
319	5.263275555
320	5.262592827
321	5.261313238
322	5.258959436
323	5.257066191
324	5.254130544
325	5.253247448
326	5.253131522
327	5.251960893
328	5.250734519
329	5.248874971
330	5.247918011
331	5.245872148
332	5.244367263
333	5.243196974
334	5.242306517
335	5.240942009
336	5.238165289
337	5.236828455
338	5.235782453
339	5.233950355
340	5.232445541
341	5.229539952
342	5.227271962
343	5.225934137
344	5.225863765
345	5.225793873
346	5.224953072
347	5.223427242
348	5.219927733
349	5.216067351
350	5.215096065
351	5.213680033
352	5.211051905
353	5.210949275
354	5.208900553
355	5.208703125
356	5.207485318
357	5.206012513
358	5.205107629
359	5.204098709
360	5.203879885
361	5.203649254
362	5.202221653
363	5.200740806
364	5.199447939
365	5.199370647
366	5.198474581
367	5.196482444
368	5.19622703
369	5.192510927
370	5.189246127
371	5.186005818
372	5.185792962
373	5.185712127
374	5.184212812
375	5.184109867
376	5.182699401
377	5.180328629
378	5.177411439
379	5.174579595
380	5.170825467
381	5.17041377
382	5.168678467
383	5.165735973
384	5.165648259
385	5.165561414
386	5.164461002
387	5.164360728
388	5.164155275
389	5.161319515
390	5.160447868
391	5.158555008
392	5.158329643
393	5.157419233
394	5.156434655
395	5.154736027
396	5.152695036
397	5.149978748
398	5.147768863
399	5.147690906
400	5.145003944
401	5.144813261
402	5.143957549
403	5.139964817
404	5.139094728
405	5.137228015
406	5.134357272
407	5.133469239
408	5.130473095
409	5.130271625
410	5.130020817
411	5.128838999
412	5.128637274
413	5.127339447
414	5.125373322
415	5.124831585
416	5.124783682
417	5.121422402
418	5.119804751
419	5.118964237
420	5.116764941
421	5.11503532
422	5.113079864
423	5.112882673
424	5.110246803
425	5.110179516
426	5.108512485
427	5.105685116
428	5.104470795
429	5.102652791
430	5.102195569
431	5.100045075
432	5.100000402
433	5.096529163
434	5.095119404
435	5.092215347
436	5.091438001
437	5.091213001
438	5.090256631
439	5.089339409
440	5.089107911
441	5.08868223
442	5.08852704
443	5.087550229
444	5.086778572
445	5.084768245
446	5.084514811
447	5.084464248
448	5.084082957
449	5.082589452
450	5.082429888
451	5.079928618
452	5.078728676
453	5.076894588
454	5.076839304
455	5.076768116
456	5.074907596
457	5.074096048
458	5.073733609
459	5.072842671
460	5.072181002
461	5.068343978
462	5.068311557
463	5.068251644
464	5.06752045
465	5.064574506
466	5.063165766
467	5.062993973
468	5.060609482
469	5.060461067
470	5.059103616
471	5.058408533
472	5.056431339
473	5.056202945
474	5.055219173
475	5.054380502
476	5.054345329
477	5.05258069
478	5.052192137
479	5.050836582
480	5.049082204
481	5.047226982
482	5.046351083
483	5.045257329
484	5.045204794
485	5.043810785
486	5.04275981
487	5.041678818
488	5.040613037
489	5.040386037
490	5.039349463
491	5.037436666
492	5.035165399
493	5.033549746
494	5.03121607
495	5.027701103
496	5.026589875
497	5.023355533
498	5.020986709
499	5.018657118
500	5.017963681
501	5.016217632
502	5.015017498
503	5.014100112
504	5.012883705
505	5.01103986
506	5.010970705
507	5.009423872
508	5.008175005
509	5.007202511
510	5.006988397
511	5.004689189
512	5.000913875
513	4.9987209
514	4.997586555
515	4.996436582
516	4.994150654
517	4.993198465
518	4.991255125
519	4.989022826
520	4.988576656
521	4.988435973
522	4.986492023
523	4.985834343
524	4.98450829
525	4.983110569
526	4.980958243
527	4.977748045
528	4.977545989
529	4.977403844
530	4.976995862
531	4.974349023
532	4.973950308
533	4.972100789
534	4.970229534
535	4.969116845
536	4.968130069
537	4.967216206
538	4.966809146
539	4.964189279
540	4.962500747
541	4.961068652
542	4.958682426
543	4.956920184
544	4.954582958
545	4.953404333
546	4.953057083
547	4.949866791
548	4.946809563
549	4.94554477
550	4.942395676
551	4.94228347
552	4.941975102
553	4.94183948
554	4.940291777
555	4.938420485
556	4.937048834
557	4.935301695
558	4.934243093
559	4.932380313
560	4.930637064
561	4.928903888
562	4.926992773
563	4.925856228
564	4.9236926
565	4.923676529
566	4.921498851
567	4.918554089
568	4.916874328
569	4.916078589
570	4.916058678
571	4.915070307
572	4.913049558
573	4.91199859
574	4.910523773
575	4.908967046
576	4.908438199
577	4.906378571
578	4.905209153
579	4.903776936
580	4.902093058
581	4.899472471
582	4.898001204
583	4.896328993
584	4.894855284
585	4.893327227
586	4.89145492
587	4.889695492
588	4.888892926
589	4.886646684
590	4.882871065
591	4.880190489
592	4.880082789
593	4.879698468
594	4.878629206
595	4.876449556
596	4.874229168
597	4.873386253
598	4.870643143
599	4.86965103
600	4.86911305
601	4.868365728
602	4.867130436
603	4.865549268
604	4.864630378
605	4.863975246
606	4.862472004
607	4.861738253
608	4.860309558
609	4.858981036
610	4.85896856
611	4.857942346
612	4.856475913
613	4.854521388
614	4.853357173
615	4.85230435
616	4.852251389
617	4.851223724
618	4.850008303
619	4.849249265
620	4.849126873
621	4.849018265
622	4.84713608
623	4.845031128
624	4.842804976
625	4.841242885
626	4.840078997
627	4.838357487
628	4.835513835
629	4.833901574
630	4.832527561
631	4.832335434
632	4.832035834
633	4.830472368
634	4.82948164
635	4.825916646
636	4.825190089
637	4.823755642
638	4.822069368
639	4.821504151
640	4.821393799
641	4.819985995
642	4.81812906
643	4.815749937
644	4.814421951
645	4.813513026
646	4.811723005
647	4.808784232
648	4.807083327
649	4.805810203
650	4.804467232
651	4.804292394
652	4.801529899
653	4.800267509
654	4.799576403
655	4.79861982
656	4.796369506
657	4.795277486
658	4.795104127
659	4.793729012
660	4.791802356
661	4.789990164
662	4.789255032
663	4.787702264
664	4.78685531
665	4.784343615
